Wall time,Step,Value
1694218164.6431508,0,0.9786173105239868
1694218178.4173439,1,0.9804196357727051
1694218192.6705453,2,0.9951468110084534
1694218205.0563424,3,0.9951157569885254
1694218217.7117393,4,0.9952634572982788
1694218231.096129,5,0.9904972314834595
1694218243.2038624,6,0.9921592473983765
1694218256.2293832,7,0.962810218334198
1694218267.7792647,8,0.9907897710800171
1694218280.5300434,9,0.9894594550132751
1694218292.9324656,10,0.987131655216217
1694218305.4016614,11,0.9971299767494202
1694218317.498301,12,0.9965090155601501
1694218330.7420475,13,0.9895639419555664
1694218342.692954,14,0.9936318397521973
1694218354.360739,15,0.9871175289154053
1694218366.5624185,16,0.9906238317489624
1694218379.920651,17,0.9914982318878174
1694218392.4562929,18,0.9942101240158081
1694218404.6155202,19,0.9742395281791687
1694218416.8457205,20,0.9926499128341675
1694218430.143503,21,0.9934439659118652
1694218441.9812877,22,0.9932574033737183
1694218454.3694646,23,0.9809016585350037
1694218466.7957864,24,0.9922049641609192
1694218480.4259167,25,0.9924134612083435
1694218492.7003257,26,0.9931000471115112
1694218504.9236546,27,0.9980466365814209
1694218517.3038929,28,0.9897505640983582
1694218530.0552115,29,0.9946281313896179
1694218542.3253717,30,0.9941038489341736
1694218554.81914,31,0.9852089285850525
1694218567.3126996,32,0.992484986782074
1694218580.5684605,33,0.9712643027305603
1694218593.029828,34,0.9953528642654419
1694218605.2378602,35,0.9933871030807495
1694218616.9921765,36,0.9944692254066467
1694218630.2241418,37,0.9886035919189453
1694218642.64413,38,0.9896718859672546
1694218655.197015,39,0.98651522397995
1694218667.4549117,40,0.9857969284057617
1694218679.6609569,41,0.9937756657600403
1694218692.4991572,42,0.9931516647338867
1694218704.610588,43,0.9921843409538269
1694218717.0000458,44,0.9877857565879822
1694218729.4423683,45,0.9937627911567688
1694218741.8611665,46,0.9939519166946411
1694218754.837631,47,0.9948066473007202
1694218767.1975186,48,0.9959690570831299
1694218779.609249,49,0.9956302642822266
1694218791.5002615,50,0.9859539866447449
1694218804.5522058,51,0.9900696873664856
1694218816.8278391,52,0.9888290762901306
1694218829.5989892,53,0.9924854636192322
1694218842.5459511,54,0.9950456023216248
1694218855.5369022,55,0.9952085614204407
1694218868.0652573,56,0.9748011231422424
1694218881.0797694,57,0.9820634722709656
1694218894.0658586,58,0.99104243516922
1694218906.4848166,59,0.9893888831138611
1694218919.0061889,60,0.9885831475257874
1694218930.858711,61,0.990721583366394
1694218943.8429155,62,0.9822442531585693
1694218956.7643294,63,0.9893807172775269
1694218969.034068,64,0.9965199828147888
1694218981.458508,65,0.9977021813392639
1694218994.754417,66,0.989895224571228
1694219007.3386152,67,0.9940767288208008
1694219019.1347654,68,0.9762009382247925
1694219030.8588834,69,0.9918655157089233
1694219044.01251,70,0.993395984172821
1694219056.2870984,71,0.987458348274231
1694219068.4875243,72,0.9909062385559082
1694219080.7702434,73,0.9944810271263123
1694219093.4389987,74,0.9914732575416565
1694219105.9948416,75,0.9925447106361389
1694219117.807691,76,0.9907148480415344
1694219130.3889089,77,0.9867658019065857
1694219142.5764222,78,0.9960132837295532
1694219155.7441099,79,0.9619303345680237
1694219167.9869237,80,0.9731199741363525
1694219180.6285188,81,0.9941087365150452
1694219192.2767246,82,0.9957532286643982
1694219203.9695432,83,0.9946575164794922
1694219217.1033514,84,0.9840843677520752
1694219229.1539178,85,0.989081621170044
1694219241.0478442,86,0.9879724979400635
1694219253.0108232,87,0.9940942525863647
1694219266.2869046,88,0.9964008927345276
1694219277.8796387,89,0.9915813207626343
1694219289.4646363,90,0.9931989312171936
1694219301.9070652,91,0.9968422055244446
