Wall time,Step,Value
1694218165.1212556,0,0.9782926440238953
1694218178.4194174,1,0.9802459478378296
1694218192.67174,2,0.9943372011184692
1694218205.0583816,3,0.9925577640533447
1694218217.7134466,4,0.995144248008728
1694218231.097288,5,0.9911965727806091
1694218243.205396,6,0.9935551881790161
1694218256.2308836,7,0.9763597249984741
1694218267.7806962,8,0.9918361306190491
1694218280.5315804,9,0.9892324805259705
1694218292.9336474,10,0.9878138899803162
1694218305.4027689,11,0.9965171217918396
1694218317.4994156,12,0.9930616617202759
1694218330.743327,13,0.9889418482780457
1694218342.6940148,14,0.9952666759490967
1694218354.3617377,15,0.991385281085968
1694218366.5636175,16,0.9928372502326965
1694218379.9218512,17,0.9923886060714722
1694218392.4573367,18,0.9914480447769165
1694218404.6176088,19,0.9803126454353333
1694218416.8468993,20,0.9922943115234375
1694218430.1447344,21,0.9921171069145203
1694218441.982509,22,0.9893892407417297
1694218454.370608,23,0.9850098490715027
1694218466.796971,24,0.9933465719223022
1694218480.4271843,25,0.9929061532020569
1694218492.7013693,26,0.9890821576118469
1694218504.9246962,27,0.9980522394180298
1694218517.30501,28,0.9915207624435425
1694218530.0564485,29,0.9941146373748779
1694218542.3265026,30,0.9956382513046265
1694218554.8202498,31,0.9906169176101685
1694218567.3137906,32,0.9940322637557983
1694218580.569766,33,0.9820747971534729
1694218593.0310378,34,0.9940083622932434
1694218605.238924,35,0.9963123798370361
1694218616.9932187,36,0.9933967590332031
1694218630.225311,37,0.9937008619308472
1694218642.6453192,38,0.9945344924926758
1694218655.1981802,39,0.9924920201301575
1694218667.4560971,40,0.9840154051780701
1694218679.6621459,41,0.9937680959701538
1694218692.5004327,42,0.9933621287345886
1694218704.6117241,43,0.9932320713996887
1694218717.001224,44,0.9894065856933594
1694218729.443556,45,0.9937560558319092
1694218741.8623528,46,0.9939882755279541
1694218754.838832,47,0.9938299655914307
1694218767.1986077,48,0.9965588450431824
1694218779.61027,49,0.9940646886825562
1694218791.5012963,50,0.99098140001297
1694218804.5534794,51,0.9919673204421997
1694218816.8288891,52,0.9930309057235718
1694218829.6001625,53,0.9910653233528137
1694218842.5481422,54,0.9957883358001709
1694218855.5382051,55,0.9968211650848389
1694218868.066436,56,0.9789096713066101
1694218881.0810113,57,0.9813644886016846
1694218894.0670455,58,0.9911239147186279
1694218906.4860685,59,0.9896023273468018
1694218919.007286,60,0.9876834750175476
1694218930.8597603,61,0.9907724261283875
1694218943.844111,62,0.9865222573280334
1694218956.765524,63,0.9888870120048523
1694218969.035274,64,0.9930786490440369
1694218981.4599981,65,0.9973472952842712
1694218994.755856,66,0.9912096261978149
1694219007.3397934,67,0.9901604056358337
1694219019.1357927,68,0.9792550802230835
1694219030.8600533,69,0.9928150773048401
1694219044.0136235,70,0.9943490624427795
1694219056.2882652,71,0.9902014136314392
1694219068.4885914,72,0.994666576385498
1694219080.7713869,73,0.990594744682312
1694219093.4402308,74,0.9932595491409302
1694219105.9961028,75,0.9924932718276978
1694219117.8087711,76,0.9920409917831421
1694219130.3900456,77,0.9846605062484741
1694219142.5774987,78,0.9960848093032837
1694219155.7452435,79,0.9827771782875061
1694219167.9880028,80,0.9801072478294373
1694219180.6298606,81,0.9935358762741089
1694219192.277793,82,0.9953731894493103
1694219203.970692,83,0.9928540587425232
1694219217.1045659,84,0.9858144521713257
1694219229.1549814,85,0.9893366098403931
1694219241.0490255,86,0.989464282989502
1694219253.011947,87,0.9963875412940979
1694219266.2881281,88,0.9957294464111328
1694219277.8806322,89,0.9919142723083496
1694219289.4657712,90,0.993787407875061
1694219301.9081056,91,0.9953949451446533
1694219315.120773,92,0.9941837191581726
