Wall time,Step,Value
1693853824.9548497,572,0.0021411320194602013
1693853844.5767186,573,0.0023954554926604033
1693853864.637786,574,0.002379122655838728
1693853884.253333,575,0.003277938812971115
1693853903.8836935,576,0.00549938902258873
1693853923.8704977,577,0.0015834387158975005
1693853943.8684351,578,0.0020274671260267496
1693853963.796562,579,0.00048724759835749865
1693853983.5802114,580,0.001119652995839715
1693854003.2313147,581,0.0013821853790432215
1693854025.5887861,582,0.006762743461877108
1693854045.446003,583,0.0035846394021064043
1693854065.6094205,584,0.009690789505839348
1693854085.2465346,585,0.06582596153020859
1693854105.2705574,586,0.0003340874391142279
1693854125.1034229,587,0.0006267911521717906
1693854145.1345212,588,0.0012702858075499535
1693854164.9434662,589,0.0015118331648409367
1693854185.0465746,590,0.0011307644890621305
1693854205.0230803,591,0.00070840964326635
1693854224.902655,592,0.0012511573731899261
1693854244.7448804,593,0.0013590442249551415
1693854264.6661181,594,0.0019287714967504144
1693854284.3879158,595,0.0024244317319244146
1693854304.6642804,596,0.003009232459589839
1693854324.5627134,597,0.00655458914116025
1693854344.2154078,598,0.00040018654544837773
1693854364.299342,599,0.0007637134403921664
1693854384.206034,600,0.0011462988331913948
1693854404.0525484,601,0.08927346765995026
1693854423.8858814,602,0.010568715631961823
1693854443.5091481,603,0.031284913420677185
1693854463.8371413,604,0.00044678468839265406
1693854483.7694194,605,0.0008894106722436845
1693854503.6154232,606,0.0012671472504734993
1693854523.3675191,607,0.0016812250250950456
1693854543.674797,608,0.0005823392421007156
1693854563.63921,609,0.0012687718262895942
1693854583.9252558,610,0.0054639787413179874
1693854604.1043909,611,0.000517133332323283
1693854624.0400767,612,0.0008515078225173056
1693854644.0242174,613,0.002058987971395254
1693854664.277675,614,0.002287233481183648
1693854684.0473008,615,0.0009940536692738533
1693854703.9896271,616,0.0009154472500085831
1693854723.715932,617,0.001476130448281765
1693854743.6182668,618,0.16871488094329834
1693854764.0674622,619,0.011210320517420769
1693854784.1455476,620,0.016249118372797966
1693854804.0783846,621,0.037042975425720215
1693854824.3592474,622,0.000588464958127588
1693854844.1016972,623,0.002754524815827608
1693854864.3036482,624,0.0037777437828481197
1693854884.3294373,625,0.0005202637985348701
1693854904.430625,626,0.002337048063054681
1693854924.3880243,627,0.002949790097773075
1693854944.304605,628,0.005810706410557032
1693854964.23663,629,0.0005038183880969882
1693854984.484695,630,0.0015730701852589846
1693855004.2635894,631,0.0016322603914886713
1693855024.081442,632,0.007747903000563383
1693855043.8366125,633,0.00035874065360985696
1693855063.8342538,634,0.0005961042479611933
1693855083.8826747,635,0.0011044448474422097
1693855103.659707,636,0.0009770049946382642
1693855123.4019642,637,0.0011629208456724882
1693855143.5050073,638,0.0026154418010264635
1693855163.3847556,639,0.0022043257486075163
1693855186.1116383,640,0.0006106748478487134
1693855205.8288584,641,0.0008598432177677751
1693855225.9023128,642,0.0012953834375366569
1693855245.7711272,643,0.0019560211803764105
1693855265.5772202,644,0.0014989788178354502
1693855285.277593,645,0.0015504780458286405
1693855305.0873451,646,0.0034640443045645952
1693855325.1188784,647,0.004807461053133011
1693855344.9428039,648,0.01581207476556301
1693855364.594162,649,0.003631771309301257
1693855384.6642962,650,0.008219431154429913
1693855404.4213505,651,0.017545579001307487
1693855424.357198,652,0.0004959311336278915
1693855444.0349913,653,0.00127957365475595
1693855463.9562852,654,0.0016118447529152036
1693855483.885071,655,0.001257491996511817
1693855503.9507174,656,0.005866749212145805
1693855523.74989,657,0.00044892917503602803
1693855543.349991,658,0.0011560871498659253
1693855562.9664462,659,0.002777793677523732
1693855582.893669,660,0.003572404384613037
