Wall time,Step,Value,,
1693774700,201,0.830050051,,
1693774817,202,0.783311784,,
1693774932,203,0.705083489,,
1693775046,204,0.782642841,,
1693775162,205,0.823406935,,
1693775277,206,0.769983053,,
1693775388,207,0.725643337,,
1693775503,208,0.789676487,,
1693775618,209,0.82905674,,
1693775729,210,0.760805845,,
1693775845,211,0.687483549,,
1693775959,212,0.755973637,,
1693776073,213,0.813016355,,
1693776187,214,0.748633981,,
1693776302,215,0.681386292,,
1693776417,216,0.774015367,,
1693776528,217,0.778015733,,
1693776641,218,0.727950215,,
1693776754,219,0.640962064,,
1693776867,220,0.744654655,,
1693776979,221,0.749199331,,
1693777093,222,0.676775157,,
1693777209,223,0.529999137,,
1693777258,224,0.5182271,,
