Wall time,Step,Value
1694564601.8473122,548,0.005899845156818628
1694564604.6752763,549,0.011935763992369175
1694564607.4622416,550,0.002074803691357374
1694564610.22031,551,0.0036016730591654778
1694564613.0002906,552,0.00582885043695569
1694564615.8475354,553,0.006089659407734871
1694564618.6687274,554,0.0038061083760112524
1694564621.523857,555,0.0033616016153246164
1694564624.4675534,556,0.004675195552408695
1694564627.255111,557,0.0051183816976845264
1694564630.0278523,558,0.028293775394558907
1694564632.7997756,559,0.014429892413318157
1694564635.622758,560,0.015311316587030888
1694564638.6152,561,0.02288377471268177
1694564641.443202,562,0.003064630553126335
1694564644.2466693,563,0.008506043814122677
1694564647.0978522,564,0.001837035408243537
1694564650.0284345,565,0.004204735159873962
1694564652.8386905,566,0.005371685139834881
1694564655.6615994,567,0.004026127979159355
1694564658.4764102,568,0.0065651386976242065
1694564661.2452803,569,0.008578434586524963
1694564664.1826596,570,0.008950181305408478
1694564667.1981018,571,0.002776848152279854
1694564670.1297243,572,0.004784952383488417
1694564672.9367864,573,0.005334781017154455
1694564675.7303956,574,0.010911218822002411
1694564678.6050267,575,0.0018409659387543797
1694564681.5139325,576,0.004198023583739996
1694564684.4331028,577,0.00473688542842865
1694564687.2472825,578,0.004834846127778292
1694564690.034361,579,0.004139947704970837
1694564692.9115207,580,0.006194340530782938
1694564695.7534695,581,0.00625225156545639
1694564698.574862,582,0.0028623894322663546
1694564701.392491,583,0.0038008438423275948
1694564704.1457212,584,0.004593721590936184
1694564706.8966804,585,0.005395893473178148
1694564709.7216105,586,0.006023135501891375
1694564712.5223703,587,0.008280343376100063
1694564715.2967827,588,0.009245567955076694
1694564718.1383011,589,0.006812150124460459
1694564720.9168806,590,0.009598569944500923
1694564724.063067,591,0.0022263936698436737
1694564726.8437767,592,0.004201137460768223
1694564729.6743116,593,0.005287684500217438
1694564732.5531313,594,0.006952041294425726
1694564735.343086,595,0.018351152539253235
1694564738.089656,596,0.0023552519269287586
1694564740.8472157,597,0.004121414851397276
1694564743.622245,598,0.0067656515166163445
1694564746.3275228,599,0.007327792700380087
1694564749.1200233,600,0.0030807792209088802
1694564751.8939722,601,0.0032360837794840336
1694564754.6876338,602,0.004108759108930826
1694564757.5794811,603,0.006232955027371645
1694564760.4170997,604,0.005853514652699232
1694564763.4687047,605,0.007581678219139576
1694564766.3404071,606,0.00902546290308237
1694564769.1269875,607,0.0017515968065708876
1694564771.9693327,608,0.003583541139960289
1694564774.761079,609,0.004595431499183178
1694564777.6845033,610,0.0051602828316390514
1694564780.531683,611,0.004035801626741886
1694564783.4638202,612,0.008180646225810051
1694564786.3880038,613,0.011258509941399097
1694564789.2717357,614,0.002884115092456341
1694564792.1212244,615,0.005639110691845417
1694564794.9397414,616,0.006653691176325083
1694564797.8885515,617,0.007697829976677895
1694564800.7762194,618,0.002382686361670494
1694564803.5432327,619,0.004101702477782965
1694564806.515684,620,0.004335129167884588
1694564809.4683633,621,0.003052105661481619
1694564812.3503315,622,0.004461720585823059
1694564815.362251,623,0.004867005627602339
1694564818.2418723,624,0.0042018527165055275
1694564821.0473788,625,0.004040868952870369
1694564823.9051452,626,0.005549510475248098
1694564826.730402,627,0.006055195350199938
1694564829.5697184,628,0.002605981891974807
1694564832.3508363,629,0.0041276318952441216
1694564835.2199686,630,0.0052596209570765495
1694564837.9926555,631,0.005946027580648661
1694564841.003568,632,0.025440743193030357
1694564843.9030516,633,0.013436971232295036
1694564846.8510885,634,0.023341672495007515
1694564849.673536,635,0.002120746998116374
1694564852.5112147,636,0.004897814244031906
1694564855.334358,637,0.005972787272185087
1694564858.2250957,638,0.006417619995772839
1694564861.018726,639,0.002042051637545228
1694564863.8332267,640,0.0037553308065980673
1694564866.612565,641,0.004850331228226423
1694564869.47973,642,0.004598906263709068
1694564872.2487056,643,0.0067698294296860695
1694564875.1746566,644,0.013140866532921791
1694564877.9396684,645,0.017264600843191147
1694564880.876846,646,0.012469423934817314
1694564883.6985085,647,0.019300924614071846
1694564886.5001729,648,0.003705643117427826
1694564889.2846782,649,0.0031254617497324944
1694564892.2194645,650,0.004397868644446135
1694564895.0811617,651,0.005312261171638966
1694564897.9173555,652,0.004326807335019112
1694564900.7946818,653,0.004258167929947376
1694564903.5929966,654,0.006247285753488541
1694564906.4750388,655,0.006779051385819912
1694564909.34332,656,0.002006105612963438
1694564912.184248,657,0.003731681499630213
1694564915.0217345,658,0.005091249011456966
1694564917.8296442,659,0.0034176206681877375
1694564920.6374176,660,0.006434868089854717
1694564923.450661,661,0.00871742982417345
1694564926.1894405,662,0.008934897370636463
1694564929.01184,663,0.002702933270484209
1694564931.855309,664,0.005696736741811037
1694564934.5951474,665,0.006109565496444702
1694564937.3907373,666,0.007493424694985151
1694564940.176306,667,0.002592092612758279
1694564942.9913485,668,0.003977363929152489
1694564945.760398,669,0.00465176859870553
1694564948.6829262,670,0.009107104502618313
1694564951.5274444,671,0.002536047250032425
1694564954.4837952,672,0.00393295381218195
1694564957.3603704,673,0.005642428062856197
1694564960.2745411,674,0.006717577576637268
1694564963.0296984,675,0.014777164906263351
1694564965.8642797,676,0.006726292427629232
1694564968.6326828,677,0.00893733836710453
1694564971.4195938,678,0.01099601574242115
1694564974.226489,679,0.0032691217493265867
1694564977.1331632,680,0.004884814377874136
1694564979.9491475,681,0.0024101226590573788
1694564982.7725105,682,0.005658098962157965
1694564985.6149921,683,0.0061052218079566956
1694564988.4532845,684,0.0016432423144578934
1694564991.3611894,685,0.00416076835244894
1694564994.264601,686,0.0050124009139835835
1694564997.125227,687,0.0041739544831216335
1694564999.942607,688,0.006810747552663088
1694565002.6865394,689,0.008121609687805176
1694565005.6081128,690,0.008874056860804558
1694565008.4382863,691,0.002974561881273985
1694565011.3472927,692,0.005576360039412975
1694565014.2719953,693,0.011338061653077602
1694565017.1021981,694,0.00203868024982512
1694565020.0154521,695,0.002458422677591443
1694565023.0098417,696,0.003950885962694883
1694565025.7658472,697,0.004832672420889139
1694565028.6136465,698,0.003783339401707053
1694565031.4811916,699,0.006173493340611458
1694565034.298646,700,0.006943294312804937
