Wall time,Step,Value
1694563041.1525433,0,0.9464530944824219
1694563044.2649102,1,0.9493505358695984
1694563047.1288095,2,0.9595053195953369
1694563050.1016514,3,0.9589169025421143
1694563052.9328983,4,0.9873663187026978
1694563055.9878447,5,0.9887726902961731
1694563058.821763,6,0.9891253113746643
1694563061.7077537,7,0.9695684909820557
1694563064.4676566,8,0.9774116277694702
1694563067.3323703,9,0.9587629437446594
1694563070.0521705,10,0.9851633906364441
1694563072.8893874,11,0.9820834398269653
1694563075.6947787,12,0.9765775799751282
1694563078.6244469,13,0.9739446640014648
1694563081.3990898,14,0.994168758392334
1694563084.4309895,15,0.9921184182167053
1694563087.2167258,16,0.9916180968284607
1694563090.0512428,17,0.974242091178894
1694563092.9097183,18,0.9857619404792786
1694563095.8252406,19,0.9878913760185242
1694563098.5808783,20,0.9859369397163391
1694563101.5468526,21,0.9916049838066101
1694563104.2811546,22,0.9895340800285339
1694563107.144875,23,0.9768977165222168
1694563109.921355,24,0.9745779037475586
1694563112.8354468,25,0.9791685342788696
1694563115.749095,26,0.9843747615814209
1694563118.7187476,27,0.9861024618148804
1694563121.5678256,28,0.960441529750824
1694563124.452947,29,0.9771583080291748
1694563127.2646747,30,0.9527274370193481
1694563130.1615222,31,0.9854479432106018
1694563133.0269918,32,0.9848918318748474
1694563135.9604983,33,0.9853049516677856
1694563138.7284858,34,0.9594806432723999
1694563141.777971,35,0.9794515371322632
1694563144.7109418,36,0.979282796382904
1694563147.5663636,37,0.9786350131034851
1694563150.3721128,38,0.9762274026870728
1694563153.319816,39,0.9930773377418518
1694563156.2997143,40,0.991065502166748
1694563159.2277586,41,0.9572132229804993
1694563162.0091078,42,0.9751724600791931
1694563164.9825552,43,0.9858344197273254
1694563167.7367241,44,0.9910181760787964
1694563170.6398091,45,0.9891220927238464
1694563173.4096248,46,0.9741261005401611
1694563176.226467,47,0.9809024930000305
1694563179.0812151,48,0.982876181602478
1694563182.08577,49,0.9934726357460022
1694563184.9279454,50,0.9925456643104553
1694563187.7868688,51,0.992239236831665
1694563190.6375513,52,0.9732708930969238
1694563193.5692267,53,0.953904926776886
1694563196.3121178,54,0.9825299382209778
1694563199.242729,55,0.9820335507392883
1694563202.064995,56,0.9818755984306335
1694563204.9649003,57,0.9700606465339661
1694563207.7281528,58,0.977973997592926
1694563210.6126664,59,0.9935882687568665
1694563213.483459,60,0.9914918541908264
1694563216.4872644,61,0.9768053889274597
1694563219.4304585,62,0.9744867086410522
1694563222.3057382,63,0.9776608943939209
1694563225.1658766,64,0.976786196231842
1694563228.1508884,65,0.9738644361495972
1694563230.9507456,66,0.9814351201057434
1694563233.9553165,67,0.9838456511497498
1694563236.657283,68,0.9898595213890076
1694563239.6213117,69,0.991467297077179
1694563242.4572926,70,0.9897977113723755
1694563245.3237183,71,0.9510583281517029
1694563248.0460448,72,0.9844779372215271
1694563251.2244132,73,0.9516469836235046
1694563254.013858,74,0.9691994786262512
1694563256.8601003,75,0.95976322889328
1694563259.5997424,76,0.9754700660705566
1694563262.4740152,77,0.9784207940101624
1694563265.3968945,78,0.9749022722244263
1694563268.364652,79,0.950754702091217
