Wall time,Step,Value
1693310853.976299,0,0.9029126167297363
1693310855.3733861,1,0.8980394005775452
1693310856.8280592,2,0.9362914562225342
1693310858.248741,3,0.8929282426834106
1693310859.6991162,4,0.9720845818519592
1693310861.128588,5,0.9761766791343689
1693310862.5196745,6,0.9854267835617065
1693310863.933511,7,0.9715321063995361
1693310865.3480098,8,0.93982994556427
1693310866.728194,9,0.9520338177680969
1693310868.1549668,10,0.9757248163223267
1693310869.6118648,11,0.9728744626045227
1693310871.0640757,12,0.898803174495697
1693310872.4421551,13,0.9687021970748901
1693310873.8981066,14,0.9758073091506958
1693310875.3296115,15,0.9822252988815308
1693310876.7472959,16,0.8843672275543213
1693310878.209154,17,0.9565338492393494
1693310879.622734,18,0.9485330581665039
1693310881.1020632,19,0.9306538701057434
1693310882.7053523,20,0.9553198218345642
1693310884.1807244,21,0.9851076602935791
1693310885.8701694,22,0.9938893914222717
1693310887.3596709,23,0.9878146052360535
1693310888.7895386,24,0.9522185325622559
1693310890.2540169,25,0.9711236953735352
1693310891.724304,26,0.9822005033493042
1693310893.1653304,27,0.9937456250190735
1693310894.5796201,28,0.9499154686927795
1693310895.978062,29,0.9728713035583496
1693310897.4404593,30,0.9882700443267822
1693310898.8218405,31,0.9743094444274902
1693310900.2099073,32,0.9445633888244629
1693310901.6675122,33,0.9598269462585449
1693310903.1065266,34,0.9682807326316833
1693310904.5251381,35,0.961431086063385
1693310905.997701,36,0.9516025185585022
1693310907.4372296,37,0.9759407043457031
1693310908.838382,38,0.9753316640853882
1693310910.204899,39,0.9649168252944946
1693310911.599042,40,0.8467805981636047
1693310913.035351,41,0.9687241315841675
1693310914.442888,42,0.9696245193481445
1693310915.8522692,43,0.9694011807441711
1693310917.283694,44,0.8795457482337952
1693310918.7746418,45,0.9559809565544128
1693310920.200063,46,0.9590156078338623
1693310921.6537244,47,0.9598353505134583
1693310923.1846714,48,0.9159169793128967
1693310924.6027224,49,0.9562187194824219
1693310926.0481439,50,0.9614650011062622
1693310927.5263073,51,0.9804669618606567
1693310928.8959782,52,0.9520751237869263
1693310930.3228047,53,0.9947820901870728
1693310931.815402,54,0.9975878000259399
1693310933.2360537,55,0.9909951686859131
1693310934.716579,56,0.8920131921768188
1693310936.1610672,57,0.9565465450286865
1693310937.4898894,58,0.9725564122200012
1693310938.8926091,59,0.9755366444587708
1693310940.4128764,60,0.9797373414039612
1693310941.7859004,61,0.9727041125297546
1693310943.238347,62,0.9876967072486877
1693310944.6375535,63,0.9804248213768005
1693310946.0432968,64,0.9486575126647949
1693310947.4333982,65,0.9764184355735779
1693310948.821575,66,0.956558883190155
1693310950.1703346,67,0.9820785522460938
1693310951.5216718,68,0.94985431432724
